id;id_entidad;estudio_id;convenio;aut_fisica;au_audio;vom;vaut;copago;cod_aut;observaciones;
56;21;192;SI;NO;;3 MESES ORIG O COPIA PERO NO FOTO;;No cancelan bono los planes:modular-telecom contrato (1012). VALOR DEL BONO ES DE $ 32400 (plan integral) $ 30800 (plan Bavaria) $ 13400 (colsanitas CERREJON) $21600 (banco de la republica) POR EVENTO SIN IMPORTAR LA CANTIDAD DE EXAMENES (En los planes que requiera cobrar bono);(920802 DEBE SER AUTORIZADO CON ESTE CODIGO DTPA-GAMAGRAFIA DE FILTRACION GLOMERULAR);Si viene en papeleria de colsanitas, Keralty, clinisanitas o pansenu no hay que montarlas a copagos. Los pacientes hospitalizados no cancelan. El medico o instituci¢n deben estar adscritos en ex menes que no requieran autorizaci¢n. Montar a copagos (datos completos del medico remitente) para verificar que este adscrito. Si la orden m‚dica esta abierta nos pueden autorizar el contraste, no es necesario que diga la palabra contrastada. ;('null',21,'192', 'SI', 'NO', '', '3 MESES ORIG O COPIA PERO NO FOTO', '', 'No cancelan bono los planes:modular-telecom contrato (1012). VALOR DEL BONO ES DE $ 32400 (plan integral) $ 30800 (plan Bavaria) $ 13400 (colsanitas CERREJON) $21600 (banco de la republica) POR EVENTO SIN IMPORTAR LA CANTIDAD DE EXAMENES (En los planes que requiera cobrar bono)', '(920802 DEBE SER AUTORIZADO CON ESTE CODIGO DTPA-GAMAGRAFIA DE FILTRACION GLOMERULAR)', 'Si viene en papeleria de colsanitas, Keralty, clinisanitas o pansenu no hay que montarlas a copagos. Los pacientes hospitalizados no cancelan. El medico o instituci¢n deben estar adscritos en ex menes que no requieran autorizaci¢n. Montar a copagos (datos completos del medico remitente) para verificar que este adscrito. Si la orden m‚dica esta abierta nos pueden autorizar el contraste, no es necesario que diga la palabra contrastada. ',''),
57;21;193;SI;NO;;3 MESES ORIG O COPIA PERO NO FOTO;;No cancelan bono los planes:modular-telecom contrato (1012). VALOR DEL BONO ES DE $ 32400 (plan integral) $ 30800 (plan Bavaria) $ 13400 (colsanitas CERREJON) $21600 (banco de la republica) POR EVENTO SIN IMPORTAR LA CANTIDAD DE EXAMENES (En los planes que requiera cobrar bono);(920803-GAMAGRAFIA DE FLUJO PLASMATICO RENAL EFECTIVO -MAG3-);Si viene en papeleria de colsanitas, Keralty, clinisanitas o pansenu no hay que montarlas a copagos. Los pacientes hospitalizados no cancelan. El medico o instituci¢n deben estar adscritos en ex menes que no requieran autorizaci¢n. Montar a copagos (datos completos del medico remitente) para verificar que este adscrito. Si la orden m‚dica esta abierta nos pueden autorizar el contraste, no es necesario que diga la palabra contrastada. ;('null',21,'193', 'SI', 'NO', '', '3 MESES ORIG O COPIA PERO NO FOTO', '', 'No cancelan bono los planes:modular-telecom contrato (1012). VALOR DEL BONO ES DE $ 32400 (plan integral) $ 30800 (plan Bavaria) $ 13400 (colsanitas CERREJON) $21600 (banco de la republica) POR EVENTO SIN IMPORTAR LA CANTIDAD DE EXAMENES (En los planes que requiera cobrar bono)', '(920803-GAMAGRAFIA DE FLUJO PLASMATICO RENAL EFECTIVO -MAG3-)', 'Si viene en papeleria de colsanitas, Keralty, clinisanitas o pansenu no hay que montarlas a copagos. Los pacientes hospitalizados no cancelan. El medico o instituci¢n deben estar adscritos en ex menes que no requieran autorizaci¢n. Montar a copagos (datos completos del medico remitente) para verificar que este adscrito. Si la orden m‚dica esta abierta nos pueden autorizar el contraste, no es necesario que diga la palabra contrastada. ',''),
58;21;194;SI;NO;;3 MESES ORIG O COPIA PERO NO FOTO;;No cancelan bono los planes:modular-telecom contrato (1012). VALOR DEL BONO ES DE $ 32400 (plan integral) $ 30800 (plan Bavaria) $ 13400 (colsanitas CERREJON) $21600 (banco de la republica) POR EVENTO SIN IMPORTAR LA CANTIDAD DE EXAMENES (En los planes que requiera cobrar bono);(920503-GAMAGRAFIA DE GANGLIOS LINFATICOS - LINFOGAMAGRAFIA);Si viene en papeleria de colsanitas, Keralty, clinisanitas o pansenu no hay que montarlas a copagos. Los pacientes hospitalizados no cancelan. El medico o instituci¢n deben estar adscritos en ex menes que no requieran autorizaci¢n. Montar a copagos (datos completos del medico remitente) para verificar que este adscrito. Si la orden m‚dica esta abierta nos pueden autorizar el contraste, no es necesario que diga la palabra contrastada. ;('null',21,'194', 'SI', 'NO', '', '3 MESES ORIG O COPIA PERO NO FOTO', '', 'No cancelan bono los planes:modular-telecom contrato (1012). VALOR DEL BONO ES DE $ 32400 (plan integral) $ 30800 (plan Bavaria) $ 13400 (colsanitas CERREJON) $21600 (banco de la republica) POR EVENTO SIN IMPORTAR LA CANTIDAD DE EXAMENES (En los planes que requiera cobrar bono)', '(920503-GAMAGRAFIA DE GANGLIOS LINFATICOS - LINFOGAMAGRAFIA)', 'Si viene en papeleria de colsanitas, Keralty, clinisanitas o pansenu no hay que montarlas a copagos. Los pacientes hospitalizados no cancelan. El medico o instituci¢n deben estar adscritos en ex menes que no requieran autorizaci¢n. Montar a copagos (datos completos del medico remitente) para verificar que este adscrito. Si la orden m‚dica esta abierta nos pueden autorizar el contraste, no es necesario que diga la palabra contrastada. ',''),
59;21;195;SI;NO;;3 MESES ORIG O COPIA PERO NO FOTO;;No cancelan bono los planes:modular-telecom contrato (1012). VALOR DEL BONO ES DE $ 32400 (plan integral) $ 30800 (plan Bavaria) $ 13400 (colsanitas CERREJON) $21600 (banco de la republica) POR EVENTO SIN IMPORTAR LA CANTIDAD DE EXAMENES (En los planes que requiera cobrar bono);(920208-GAMAGRAFIA DE GLANDULAS PARATIROIDES O TETROFOSMIN);Si viene en papeleria de colsanitas, Keralty, clinisanitas o pansenu no hay que montarlas a copagos. Los pacientes hospitalizados no cancelan. El medico o instituci¢n deben estar adscritos en ex menes que no requieran autorizaci¢n. Montar a copagos (datos completos del medico remitente) para verificar que este adscrito. Si la orden m‚dica esta abierta nos pueden autorizar el contraste, no es necesario que diga la palabra contrastada. ;('null',21,'195', 'SI', 'NO', '', '3 MESES ORIG O COPIA PERO NO FOTO', '', 'No cancelan bono los planes:modular-telecom contrato (1012). VALOR DEL BONO ES DE $ 32400 (plan integral) $ 30800 (plan Bavaria) $ 13400 (colsanitas CERREJON) $21600 (banco de la republica) POR EVENTO SIN IMPORTAR LA CANTIDAD DE EXAMENES (En los planes que requiera cobrar bono)', '(920208-GAMAGRAFIA DE GLANDULAS PARATIROIDES O TETROFOSMIN)', 'Si viene en papeleria de colsanitas, Keralty, clinisanitas o pansenu no hay que montarlas a copagos. Los pacientes hospitalizados no cancelan. El medico o instituci¢n deben estar adscritos en ex menes que no requieran autorizaci¢n. Montar a copagos (datos completos del medico remitente) para verificar que este adscrito. Si la orden m‚dica esta abierta nos pueden autorizar el contraste, no es necesario que diga la palabra contrastada. ',''),
60;21;196;SI;NO;;3 MESES ORIG O COPIA PERO NO FOTO;;No cancelan bono los planes:modular-telecom contrato (1012). VALOR DEL BONO ES DE $ 32400 (plan integral) $ 30800 (plan Bavaria) $ 13400 (colsanitas CERREJON) $21600 (banco de la republica) POR EVENTO SIN IMPORTAR LA CANTIDAD DE EXAMENES (En los planes que requiera cobrar bono);(920601-GAMAGRAFIA DE GLANDULAS SALIVARES);Si viene en papeleria de colsanitas, Keralty, clinisanitas o pansenu no hay que montarlas a copagos. Los pacientes hospitalizados no cancelan. El medico o instituci¢n deben estar adscritos en ex menes que no requieran autorizaci¢n. Montar a copagos (datos completos del medico remitente) para verificar que este adscrito. Si la orden m‚dica esta abierta nos pueden autorizar el contraste, no es necesario que diga la palabra contrastada. ;('null',21,'196', 'SI', 'NO', '', '3 MESES ORIG O COPIA PERO NO FOTO', '', 'No cancelan bono los planes:modular-telecom contrato (1012). VALOR DEL BONO ES DE $ 32400 (plan integral) $ 30800 (plan Bavaria) $ 13400 (colsanitas CERREJON) $21600 (banco de la republica) POR EVENTO SIN IMPORTAR LA CANTIDAD DE EXAMENES (En los planes que requiera cobrar bono)', '(920601-GAMAGRAFIA DE GLANDULAS SALIVARES)', 'Si viene en papeleria de colsanitas, Keralty, clinisanitas o pansenu no hay que montarlas a copagos. Los pacientes hospitalizados no cancelan. El medico o instituci¢n deben estar adscritos en ex menes que no requieran autorizaci¢n. Montar a copagos (datos completos del medico remitente) para verificar que este adscrito. Si la orden m‚dica esta abierta nos pueden autorizar el contraste, no es necesario que diga la palabra contrastada. ',''),
61;21;198;SI;NO;;3 MESES ORIG O COPIA PERO NO FOTO;;No cancelan bono los planes:modular-telecom contrato (1012). VALOR DEL BONO ES DE $ 32400 (plan integral) $ 30800 (plan Bavaria) $ 13400 (colsanitas CERREJON) $21600 (banco de la republica) POR EVENTO SIN IMPORTAR LA CANTIDAD DE EXAMENES (En los planes que requiera cobrar bono);(920806-GAMAGRAFIA DE PERFUSION TESTICULAR Y CONTENIDO ESCROTAL);Si viene en papeleria de colsanitas, Keralty, clinisanitas o pansenu no hay que montarlas a copagos. Los pacientes hospitalizados no cancelan. El medico o instituci¢n deben estar adscritos en ex menes que no requieran autorizaci¢n. Montar a copagos (datos completos del medico remitente) para verificar que este adscrito. Si la orden m‚dica esta abierta nos pueden autorizar el contraste, no es necesario que diga la palabra contrastada. ;('null',21,'198', 'SI', 'NO', '', '3 MESES ORIG O COPIA PERO NO FOTO', '', 'No cancelan bono los planes:modular-telecom contrato (1012). VALOR DEL BONO ES DE $ 32400 (plan integral) $ 30800 (plan Bavaria) $ 13400 (colsanitas CERREJON) $21600 (banco de la republica) POR EVENTO SIN IMPORTAR LA CANTIDAD DE EXAMENES (En los planes que requiera cobrar bono)', '(920806-GAMAGRAFIA DE PERFUSION TESTICULAR Y CONTENIDO ESCROTAL)', 'Si viene en papeleria de colsanitas, Keralty, clinisanitas o pansenu no hay que montarlas a copagos. Los pacientes hospitalizados no cancelan. El medico o instituci¢n deben estar adscritos en ex menes que no requieran autorizaci¢n. Montar a copagos (datos completos del medico remitente) para verificar que este adscrito. Si la orden m‚dica esta abierta nos pueden autorizar el contraste, no es necesario que diga la palabra contrastada. ',''),
62;21;200;SI;NO;;3 MESES ORIG O COPIA PERO NO FOTO;;No cancelan bono los planes:modular-telecom contrato (1012). VALOR DEL BONO ES DE $ 32400 (plan integral) $ 30800 (plan Bavaria) $ 13400 (colsanitas CERREJON) $21600 (banco de la republica) POR EVENTO SIN IMPORTAR LA CANTIDAD DE EXAMENES (En los planes que requiera cobrar bono);(920606-GAMAGRAFIA DE REFLUJO GASTROESOFAGICO);Si viene en papeleria de colsanitas, Keralty, clinisanitas o pansenu no hay que montarlas a copagos. Los pacientes hospitalizados no cancelan. El medico o instituci¢n deben estar adscritos en ex menes que no requieran autorizaci¢n. Montar a copagos (datos completos del medico remitente) para verificar que este adscrito. Si la orden m‚dica esta abierta nos pueden autorizar el contraste, no es necesario que diga la palabra contrastada. ;('null',21,'200', 'SI', 'NO', '', '3 MESES ORIG O COPIA PERO NO FOTO', '', 'No cancelan bono los planes:modular-telecom contrato (1012). VALOR DEL BONO ES DE $ 32400 (plan integral) $ 30800 (plan Bavaria) $ 13400 (colsanitas CERREJON) $21600 (banco de la republica) POR EVENTO SIN IMPORTAR LA CANTIDAD DE EXAMENES (En los planes que requiera cobrar bono)', '(920606-GAMAGRAFIA DE REFLUJO GASTROESOFAGICO)', 'Si viene en papeleria de colsanitas, Keralty, clinisanitas o pansenu no hay que montarlas a copagos. Los pacientes hospitalizados no cancelan. El medico o instituci¢n deben estar adscritos en ex menes que no requieran autorizaci¢n. Montar a copagos (datos completos del medico remitente) para verificar que este adscrito. Si la orden m‚dica esta abierta nos pueden autorizar el contraste, no es necesario que diga la palabra contrastada. ',''),
63;21;201;SI;NO;;3 MESES ORIG O COPIA PERO NO FOTO;;No cancelan bono los planes:modular-telecom contrato (1012). VALOR DEL BONO ES DE $ 32400 (plan integral) $ 30800 (plan Bavaria) $ 13400 (colsanitas CERREJON) $21600 (banco de la republica) POR EVENTO SIN IMPORTAR LA CANTIDAD DE EXAMENES (En los planes que requiera cobrar bono);(920202-GAMAGRAFIA DE TIROIDES);Si viene en papeleria de colsanitas, Keralty, clinisanitas o pansenu no hay que montarlas a copagos. Los pacientes hospitalizados no cancelan. El medico o instituci¢n deben estar adscritos en ex menes que no requieran autorizaci¢n. Montar a copagos (datos completos del medico remitente) para verificar que este adscrito. Si la orden m‚dica esta abierta nos pueden autorizar el contraste, no es necesario que diga la palabra contrastada. ;('null',21,'201', 'SI', 'NO', '', '3 MESES ORIG O COPIA PERO NO FOTO', '', 'No cancelan bono los planes:modular-telecom contrato (1012). VALOR DEL BONO ES DE $ 32400 (plan integral) $ 30800 (plan Bavaria) $ 13400 (colsanitas CERREJON) $21600 (banco de la republica) POR EVENTO SIN IMPORTAR LA CANTIDAD DE EXAMENES (En los planes que requiera cobrar bono)', '(920202-GAMAGRAFIA DE TIROIDES)', 'Si viene en papeleria de colsanitas, Keralty, clinisanitas o pansenu no hay que montarlas a copagos. Los pacientes hospitalizados no cancelan. El medico o instituci¢n deben estar adscritos en ex menes que no requieran autorizaci¢n. Montar a copagos (datos completos del medico remitente) para verificar que este adscrito. Si la orden m‚dica esta abierta nos pueden autorizar el contraste, no es necesario que diga la palabra contrastada. ',''),
64;21;204;SI;NO;;3 MESES ORIG O COPIA PERO NO FOTO;;No cancelan bono los planes:modular-telecom contrato (1012). VALOR DEL BONO ES DE $ 32400 (plan integral) $ 30800 (plan Bavaria) $ 13400 (colsanitas CERREJON) $21600 (banco de la republica) POR EVENTO SIN IMPORTAR LA CANTIDAD DE EXAMENES (En los planes que requiera cobrar bono);(920608-GAMAGRAFIA DE VACIAMIENTO GASTRICO EN FASE LIQUIDA);Si viene en papeleria de colsanitas, Keralty, clinisanitas o pansenu no hay que montarlas a copagos. Los pacientes hospitalizados no cancelan. El medico o instituci¢n deben estar adscritos en ex menes que no requieran autorizaci¢n. Montar a copagos (datos completos del medico remitente) para verificar que este adscrito. Si la orden m‚dica esta abierta nos pueden autorizar el contraste, no es necesario que diga la palabra contrastada. ;('null',21,'204', 'SI', 'NO', '', '3 MESES ORIG O COPIA PERO NO FOTO', '', 'No cancelan bono los planes:modular-telecom contrato (1012). VALOR DEL BONO ES DE $ 32400 (plan integral) $ 30800 (plan Bavaria) $ 13400 (colsanitas CERREJON) $21600 (banco de la republica) POR EVENTO SIN IMPORTAR LA CANTIDAD DE EXAMENES (En los planes que requiera cobrar bono)', '(920608-GAMAGRAFIA DE VACIAMIENTO GASTRICO EN FASE LIQUIDA)', 'Si viene en papeleria de colsanitas, Keralty, clinisanitas o pansenu no hay que montarlas a copagos. Los pacientes hospitalizados no cancelan. El medico o instituci¢n deben estar adscritos en ex menes que no requieran autorizaci¢n. Montar a copagos (datos completos del medico remitente) para verificar que este adscrito. Si la orden m‚dica esta abierta nos pueden autorizar el contraste, no es necesario que diga la palabra contrastada. ',''),
65;21;205;SI;NO;;3 MESES ORIG O COPIA PERO NO FOTO;;No cancelan bono los planes:modular-telecom contrato (1012). VALOR DEL BONO ES DE $ 32400 (plan integral) $ 30800 (plan Bavaria) $ 13400 (colsanitas CERREJON) $21600 (banco de la republica) POR EVENTO SIN IMPORTAR LA CANTIDAD DE EXAMENES (En los planes que requiera cobrar bono);(920607-GAMAGRAFIA DE VACIAMIENTO GASTRICO EN FASE SOLIDA);Si viene en papeleria de colsanitas, Keralty, clinisanitas o pansenu no hay que montarlas a copagos. Los pacientes hospitalizados no cancelan. El medico o instituci¢n deben estar adscritos en ex menes que no requieran autorizaci¢n. Montar a copagos (datos completos del medico remitente) para verificar que este adscrito. Si la orden m‚dica esta abierta nos pueden autorizar el contraste, no es necesario que diga la palabra contrastada. ;('null',21,'205', 'SI', 'NO', '', '3 MESES ORIG O COPIA PERO NO FOTO', '', 'No cancelan bono los planes:modular-telecom contrato (1012). VALOR DEL BONO ES DE $ 32400 (plan integral) $ 30800 (plan Bavaria) $ 13400 (colsanitas CERREJON) $21600 (banco de la republica) POR EVENTO SIN IMPORTAR LA CANTIDAD DE EXAMENES (En los planes que requiera cobrar bono)', '(920607-GAMAGRAFIA DE VACIAMIENTO GASTRICO EN FASE SOLIDA)', 'Si viene en papeleria de colsanitas, Keralty, clinisanitas o pansenu no hay que montarlas a copagos. Los pacientes hospitalizados no cancelan. El medico o instituci¢n deben estar adscritos en ex menes que no requieran autorizaci¢n. Montar a copagos (datos completos del medico remitente) para verificar que este adscrito. Si la orden m‚dica esta abierta nos pueden autorizar el contraste, no es necesario que diga la palabra contrastada. ',''),
66;21;207;SI;NO;;3 MESES ORIG O COPIA PERO NO FOTO;;No cancelan bono los planes:modular-telecom contrato (1012). VALOR DEL BONO ES DE $ 32400 (plan integral) $ 30800 (plan Bavaria) $ 13400 (colsanitas CERREJON) $21600 (banco de la republica) POR EVENTO SIN IMPORTAR LA CANTIDAD DE EXAMENES (En los planes que requiera cobrar bono);(920414-GAMAGRAFIA DE VIABILIDAD MIOCARDICA CON TALIO O MARCADORES DE TC.);Si viene en papeleria de colsanitas, Keralty, clinisanitas o pansenu no hay que montarlas a copagos. Los pacientes hospitalizados no cancelan. El medico o instituci¢n deben estar adscritos en ex menes que no requieran autorizaci¢n. Montar a copagos (datos completos del medico remitente) para verificar que este adscrito. Si la orden m‚dica esta abierta nos pueden autorizar el contraste, no es necesario que diga la palabra contrastada. ;('null',21,'207', 'SI', 'NO', '', '3 MESES ORIG O COPIA PERO NO FOTO', '', 'No cancelan bono los planes:modular-telecom contrato (1012). VALOR DEL BONO ES DE $ 32400 (plan integral) $ 30800 (plan Bavaria) $ 13400 (colsanitas CERREJON) $21600 (banco de la republica) POR EVENTO SIN IMPORTAR LA CANTIDAD DE EXAMENES (En los planes que requiera cobrar bono)', '(920414-GAMAGRAFIA DE VIABILIDAD MIOCARDICA CON TALIO O MARCADORES DE TC.)', 'Si viene en papeleria de colsanitas, Keralty, clinisanitas o pansenu no hay que montarlas a copagos. Los pacientes hospitalizados no cancelan. El medico o instituci¢n deben estar adscritos en ex menes que no requieran autorizaci¢n. Montar a copagos (datos completos del medico remitente) para verificar que este adscrito. Si la orden m‚dica esta abierta nos pueden autorizar el contraste, no es necesario que diga la palabra contrastada. ',''),
67;21;208;SI;NO;;3 MESES ORIG O COPIA PERO NO FOTO;;No cancelan bono los planes:modular-telecom contrato (1012). VALOR DEL BONO ES DE $ 32400 (plan integral) $ 30800 (plan Bavaria) $ 13400 (colsanitas CERREJON) $21600 (banco de la republica) POR EVENTO SIN IMPORTAR LA CANTIDAD DE EXAMENES (En los planes que requiera cobrar bono);(921301-GAMAGRAFIA DE VIABILIDAD TUMORAL CON MIBI. TETROFOSMIN. TALIO U OCTEOTRIDE);Si viene en papeleria de colsanitas, Keralty, clinisanitas o pansenu no hay que montarlas a copagos. Los pacientes hospitalizados no cancelan. El medico o instituci¢n deben estar adscritos en ex menes que no requieran autorizaci¢n. Montar a copagos (datos completos del medico remitente) para verificar que este adscrito. Si la orden m‚dica esta abierta nos pueden autorizar el contraste, no es necesario que diga la palabra contrastada. ;('null',21,'208', 'SI', 'NO', '', '3 MESES ORIG O COPIA PERO NO FOTO', '', 'No cancelan bono los planes:modular-telecom contrato (1012). VALOR DEL BONO ES DE $ 32400 (plan integral) $ 30800 (plan Bavaria) $ 13400 (colsanitas CERREJON) $21600 (banco de la republica) POR EVENTO SIN IMPORTAR LA CANTIDAD DE EXAMENES (En los planes que requiera cobrar bono)', '(921301-GAMAGRAFIA DE VIABILIDAD TUMORAL CON MIBI. TETROFOSMIN. TALIO U OCTEOTRIDE)', 'Si viene en papeleria de colsanitas, Keralty, clinisanitas o pansenu no hay que montarlas a copagos. Los pacientes hospitalizados no cancelan. El medico o instituci¢n deben estar adscritos en ex menes que no requieran autorizaci¢n. Montar a copagos (datos completos del medico remitente) para verificar que este adscrito. Si la orden m‚dica esta abierta nos pueden autorizar el contraste, no es necesario que diga la palabra contrastada. ',''),
68;21;209;SI;NO;;3 MESES ORIG O COPIA PERO NO FOTO;;No cancelan bono los planes:modular-telecom contrato (1012). VALOR DEL BONO ES DE $ 32400 (plan integral) $ 30800 (plan Bavaria) $ 13400 (colsanitas CERREJON) $21600 (banco de la republica) POR EVENTO SIN IMPORTAR LA CANTIDAD DE EXAMENES (En los planes que requiera cobrar bono);(920602-GAMAGRAFIA EN HEMORRAGIA DIGESTIVA CON ERITROCITOS MARCADOS);Si viene en papeleria de colsanitas, Keralty, clinisanitas o pansenu no hay que montarlas a copagos. Los pacientes hospitalizados no cancelan. El medico o instituci¢n deben estar adscritos en ex menes que no requieran autorizaci¢n. Montar a copagos (datos completos del medico remitente) para verificar que este adscrito. Si la orden m‚dica esta abierta nos pueden autorizar el contraste, no es necesario que diga la palabra contrastada. ;('null',21,'209', 'SI', 'NO', '', '3 MESES ORIG O COPIA PERO NO FOTO', '', 'No cancelan bono los planes:modular-telecom contrato (1012). VALOR DEL BONO ES DE $ 32400 (plan integral) $ 30800 (plan Bavaria) $ 13400 (colsanitas CERREJON) $21600 (banco de la republica) POR EVENTO SIN IMPORTAR LA CANTIDAD DE EXAMENES (En los planes que requiera cobrar bono)', '(920602-GAMAGRAFIA EN HEMORRAGIA DIGESTIVA CON ERITROCITOS MARCADOS)', 'Si viene en papeleria de colsanitas, Keralty, clinisanitas o pansenu no hay que montarlas a copagos. Los pacientes hospitalizados no cancelan. El medico o instituci¢n deben estar adscritos en ex menes que no requieran autorizaci¢n. Montar a copagos (datos completos del medico remitente) para verificar que este adscrito. Si la orden m‚dica esta abierta nos pueden autorizar el contraste, no es necesario que diga la palabra contrastada. ',''),
69;21;210;SI;NO;;3 MESES ORIG O COPIA PERO NO FOTO;;No cancelan bono los planes:modular-telecom contrato (1012). VALOR DEL BONO ES DE $ 32400 (plan integral) $ 30800 (plan Bavaria) $ 13400 (colsanitas CERREJON) $21600 (banco de la republica) POR EVENTO SIN IMPORTAR LA CANTIDAD DE EXAMENES (En los planes que requiera cobrar bono);(920702-GAMAGRAFIA HEPATOBILIAR);Si viene en papeleria de colsanitas, Keralty, clinisanitas o pansenu no hay que montarlas a copagos. Los pacientes hospitalizados no cancelan. El medico o instituci¢n deben estar adscritos en ex menes que no requieran autorizaci¢n. Montar a copagos (datos completos del medico remitente) para verificar que este adscrito. Si la orden m‚dica esta abierta nos pueden autorizar el contraste, no es necesario que diga la palabra contrastada. ;('null',21,'210', 'SI', 'NO', '', '3 MESES ORIG O COPIA PERO NO FOTO', '', 'No cancelan bono los planes:modular-telecom contrato (1012). VALOR DEL BONO ES DE $ 32400 (plan integral) $ 30800 (plan Bavaria) $ 13400 (colsanitas CERREJON) $21600 (banco de la republica) POR EVENTO SIN IMPORTAR LA CANTIDAD DE EXAMENES (En los planes que requiera cobrar bono)', '(920702-GAMAGRAFIA HEPATOBILIAR)', 'Si viene en papeleria de colsanitas, Keralty, clinisanitas o pansenu no hay que montarlas a copagos. Los pacientes hospitalizados no cancelan. El medico o instituci¢n deben estar adscritos en ex menes que no requieran autorizaci¢n. Montar a copagos (datos completos del medico remitente) para verificar que este adscrito. Si la orden m‚dica esta abierta nos pueden autorizar el contraste, no es necesario que diga la palabra contrastada. ',''),
70;21;211;SI;NO;;3 MESES ORIG O COPIA PERO NO FOTO;;No cancelan bono los planes:modular-telecom contrato (1012). VALOR DEL BONO ES DE $ 32400 (plan integral) $ 30800 (plan Bavaria) $ 13400 (colsanitas CERREJON) $21600 (banco de la republica) POR EVENTO SIN IMPORTAR LA CANTIDAD DE EXAMENES (En los planes que requiera cobrar bono);(920701-GAMAGRAFIA HEPATOESPLENICA);Si viene en papeleria de colsanitas, Keralty, clinisanitas o pansenu no hay que montarlas a copagos. Los pacientes hospitalizados no cancelan. El medico o instituci¢n deben estar adscritos en ex menes que no requieran autorizaci¢n. Montar a copagos (datos completos del medico remitente) para verificar que este adscrito. Si la orden m‚dica esta abierta nos pueden autorizar el contraste, no es necesario que diga la palabra contrastada. ;('null',21,'211', 'SI', 'NO', '', '3 MESES ORIG O COPIA PERO NO FOTO', '', 'No cancelan bono los planes:modular-telecom contrato (1012). VALOR DEL BONO ES DE $ 32400 (plan integral) $ 30800 (plan Bavaria) $ 13400 (colsanitas CERREJON) $21600 (banco de la republica) POR EVENTO SIN IMPORTAR LA CANTIDAD DE EXAMENES (En los planes que requiera cobrar bono)', '(920701-GAMAGRAFIA HEPATOESPLENICA)', 'Si viene en papeleria de colsanitas, Keralty, clinisanitas o pansenu no hay que montarlas a copagos. Los pacientes hospitalizados no cancelan. El medico o instituci¢n deben estar adscritos en ex menes que no requieran autorizaci¢n. Montar a copagos (datos completos del medico remitente) para verificar que este adscrito. Si la orden m‚dica esta abierta nos pueden autorizar el contraste, no es necesario que diga la palabra contrastada. ',''),
71;21;213;SI;NO;;3 MESES ORIG O COPIA PERO NO FOTO;;No cancelan bono los planes:modular-telecom contrato (1012). VALOR DEL BONO ES DE $ 32400 (plan integral) $ 30800 (plan Bavaria) $ 13400 (colsanitas CERREJON) $21600 (banco de la republica) POR EVENTO SIN IMPORTAR LA CANTIDAD DE EXAMENES (En los planes que requiera cobrar bono);(920903-GAMAGRAFIA OSEA CON SPECT);Si viene en papeleria de colsanitas, Keralty, clinisanitas o pansenu no hay que montarlas a copagos. Los pacientes hospitalizados no cancelan. El medico o instituci¢n deben estar adscritos en ex menes que no requieran autorizaci¢n. Montar a copagos (datos completos del medico remitente) para verificar que este adscrito. Si la orden m‚dica esta abierta nos pueden autorizar el contraste, no es necesario que diga la palabra contrastada. ;('null',21,'213', 'SI', 'NO', '', '3 MESES ORIG O COPIA PERO NO FOTO', '', 'No cancelan bono los planes:modular-telecom contrato (1012). VALOR DEL BONO ES DE $ 32400 (plan integral) $ 30800 (plan Bavaria) $ 13400 (colsanitas CERREJON) $21600 (banco de la republica) POR EVENTO SIN IMPORTAR LA CANTIDAD DE EXAMENES (En los planes que requiera cobrar bono)', '(920903-GAMAGRAFIA OSEA CON SPECT)', 'Si viene en papeleria de colsanitas, Keralty, clinisanitas o pansenu no hay que montarlas a copagos. Los pacientes hospitalizados no cancelan. El medico o instituci¢n deben estar adscritos en ex menes que no requieran autorizaci¢n. Montar a copagos (datos completos del medico remitente) para verificar que este adscrito. Si la orden m‚dica esta abierta nos pueden autorizar el contraste, no es necesario que diga la palabra contrastada. ',''),
